Symbol,Date,Open,High,Low,Close,Direction,Atr,IndicatorName,IndicatorSetting,IndicatorDirection,IndicatorSignal,
AUDNZD,2020-03-16 00:00:00,1.02542,1.03396,1.00183,1.01169,-1,0.01057,Sma,8,-1,0,
AUDNZD,2020-03-13 00:00:00,1.02364,1.02933,1.01540,1.01834,-1,0.00851,Sma,8,-1,0,
AUDNZD,2020-03-12 00:00:00,1.03380,1.03534,1.02040,1.02364,-1,0.00786,Sma,8,-1,0,
AUDNZD,2020-03-11 00:00:00,1.03695,1.03731,1.03020,1.03380,-1,0.00707,Sma,8,-1,0,
AUDNZD,2020-03-10 00:00:00,1.03929,1.04281,1.03278,1.03695,-1,0.00684,Sma,8,-1,0,
AUDNZD,2020-03-09 00:00:00,1.04565,1.05223,1.03610,1.03929,-1,0.00631,Sma,8,-1,0,
AUDNZD,2020-03-06 00:00:00,1.04938,1.04984,1.04229,1.04424,-1,0.00560,Sma,8,-1,1,
AUDNZD,2020-03-05 00:00:00,1.05148,1.05281,1.04636,1.04896,-1,0.00539,Sma,8,1,0,
AUDNZD,2020-03-04 00:00:00,1.04897,1.05311,1.04773,1.05157,1,0.00513,Sma,8,1,0,
AUDNZD,2020-03-03 00:00:00,1.04430,1.05058,1.04076,1.04872,1,0.00506,Sma,8,1,0,
AUDNZD,2020-03-02 00:00:00,1.04272,1.04841,1.04165,1.04414,1,0.00501,Sma,8,1,1,
AUDNZD,2020-02-28 00:00:00,1.04110,1.04614,1.03879,1.04163,1,0.00480,Sma,8,-1,0,
AUDNZD,2020-02-27 00:00:00,1.03994,1.04321,1.03842,1.04122,1,0.00476,Sma,8,-1,0,
AUDNZD,2020-02-26 00:00:00,1.04404,1.04552,1.03994,1.04006,-1,0.00472,Sma,8,-1,1,
AUDNZD,2020-02-25 00:00:00,1.04172,1.04442,1.04111,1.04395,1,0.00460,Sma,8,1,1,
AUDNZD,2020-02-24 00:00:00,1.04277,1.04587,1.04101,1.04120,-1,0.00491,Sma,8,-1,0,
AUDNZD,2020-02-21 00:00:00,1.04399,1.04653,1.04276,1.04304,-1,0.00501,Sma,8,-1,0,
AUDNZD,2020-02-20 00:00:00,1.04541,1.04678,1.04277,1.04382,-1,0.00507,Sma,8,-1,1,
AUDNZD,2020-02-19 00:00:00,1.04672,1.04779,1.04527,1.04529,-1,0.00509,Sma,8,1,0,
AUDNZD,2020-02-18 00:00:00,1.04221,1.04758,1.04138,1.04693,1,0.00511,Sma,8,1,1,
AUDNZD,2020-02-17 00:00:00,1.04191,1.04654,1.04191,1.04263,1,0.00499,Sma,8,-1,0,
AUDNZD,2020-02-14 00:00:00,1.04365,1.04540,1.04257,1.04298,-1,0.00487,Sma,8,-1,1,
AUDNZD,2020-02-13 00:00:00,1.04144,1.04455,1.04021,1.04349,1,0.00502,Sma,8,1,1,
AUDNZD,2020-02-12 00:00:00,1.04802,1.04886,1.03967,1.04153,-1,0.00495,Sma,8,-1,1,
AUDNZD,2020-02-11 00:00:00,1.04694,1.05041,1.04655,1.04790,1,0.00500,Sma,8,1,0,
AUDNZD,2020-02-10 00:00:00,1.04061,1.04724,1.04043,1.04696,1,0.00486,Sma,8,1,0,
AUDNZD,2020-02-07 00:00:00,1.04146,1.04344,1.03929,1.04191,1,0.00466,Sma,8,1,0,
AUDNZD,2020-02-06 00:00:00,1.04166,1.04463,1.04076,1.04171,1,0.00458,Sma,8,1,0,
AUDNZD,2020-02-05 00:00:00,1.03795,1.04419,1.03643,1.04180,1,0.00461,Sma,8,1,0,
AUDNZD,2020-02-04 00:00:00,1.03526,1.04106,1.03483,1.03780,1,0.00444,Sma,8,1,0,
AUDNZD,2020-02-03 00:00:00,1.03264,1.03713,1.03261,1.03504,1,0.00433,Sma,8,1,1,
AUDNZD,2020-01-31 00:00:00,1.03559,1.03650,1.03212,1.03378,-1,0.00434,Sma,8,-1,1,
AUDNZD,2020-01-30 00:00:00,1.03457,1.03572,1.03291,1.03572,1,0.00428,Sma,8,1,1,
AUDNZD,2020-01-29 00:00:00,1.03282,1.03686,1.03241,1.03435,1,0.00442,Sma,8,-1,0,
AUDNZD,2020-01-28 00:00:00,1.03231,1.03495,1.03193,1.03278,1,0.00455,Sma,8,-1,0,
AUDNZD,2020-01-27 00:00:00,1.03373,1.03556,1.03068,1.03242,-1,0.00466,Sma,8,-1,0,
AUDNZD,2020-01-24 00:00:00,1.03457,1.03514,1.03173,1.03255,-1,0.00482,Sma,8,-1,0,
AUDNZD,2020-01-23 00:00:00,1.03764,1.04295,1.03314,1.03412,-1,0.00492,Sma,8,-1,0,
AUDNZD,2020-01-22 00:00:00,1.03741,1.03830,1.03632,1.03755,1,0.00445,Sma,8,-1,0,
AUDNZD,2020-01-21 00:00:00,1.03964,1.04072,1.03679,1.03729,-1,0.00460,Sma,8,-1,0,
AUDNZD,2020-04-13 00:00:00,1.04343,1.04869,1.04180,1.04782,1,0.00893,Sma,9,1,0,
AUDNZD,2020-04-10 00:00:00,1.04261,1.04579,1.04009,1.04236,-1,0.00902,Sma,9,1,0,
AUDNZD,2020-04-09 00:00:00,1.03627,1.04381,1.03409,1.04175,1,0.00948,Sma,9,1,0,
AUDNZD,2020-04-08 00:00:00,1.03187,1.03706,1.02851,1.03627,1,0.00985,Sma,9,1,0,
AUDNZD,2020-04-07 00:00:00,1.02510,1.03496,1.02414,1.03187,1,0.01044,Sma,9,1,0,
AUDNZD,2020-04-06 00:00:00,1.02165,1.02695,1.02147,1.02510,1,0.01080,Sma,9,1,1,
AUDNZD,2020-04-03 00:00:00,1.02377,1.02735,1.02176,1.02206,-1,0.01108,Sma,9,-1,1,
AUDNZD,2020-04-02 00:00:00,1.02655,1.02712,1.02037,1.02377,-1,0.01297,Sma,9,1,0,
AUDNZD,2020-04-01 00:00:00,1.02842,1.03476,1.02478,1.02655,-1,0.01349,Sma,9,1,0,
AUDNZD,2020-03-31 00:00:00,1.02521,1.03328,1.01923,1.02842,1,0.01384,Sma,9,1,0,
AUDNZD,2020-03-30 00:00:00,1.01990,1.02768,1.01773,1.02521,1,0.01334,Sma,9,1,0,
AUDNZD,2020-03-27 00:00:00,1.01648,1.02475,1.01546,1.02012,1,0.01335,Sma,9,1,0,
AUDNZD,2020-03-26 00:00:00,1.01800,1.02201,1.01182,1.01648,-1,0.01384,Sma,9,1,0,
AUDNZD,2020-03-25 00:00:00,1.02151,1.02988,1.01785,1.01800,-1,0.01365,Sma,9,1,0,
AUDNZD,2020-03-24 00:00:00,1.01984,1.02674,1.01856,1.02151,1,0.01325,Sma,9,1,0,
AUDNZD,2020-03-23 00:00:00,1.02244,1.02561,1.01352,1.01984,-1,0.01305,Sma,9,1,1,
AUDNZD,2020-03-20 00:00:00,1.01283,1.02202,1.00703,1.01834,1,0.01289,Sma,9,-1,0,
AUDNZD,2020-03-19 00:00:00,1.00499,1.01859,1.00181,1.01283,1,0.01230,Sma,9,-1,0,
AUDNZD,2020-03-18 00:00:00,1.00945,1.01510,0.99919,1.00499,-1,0.01163,Sma,9,-1,0,
AUDNZD,2020-03-17 00:00:00,1.01169,1.01241,1.00311,1.00945,-1,0.01084,Sma,9,-1,0,
AUDNZD,2020-03-16 00:00:00,1.02542,1.03396,1.00183,1.01169,-1,0.01057,Sma,9,-1,0,
AUDNZD,2020-03-13 00:00:00,1.02364,1.02933,1.01540,1.01834,-1,0.00851,Sma,9,-1,0,
AUDNZD,2020-03-12 00:00:00,1.03380,1.03534,1.02040,1.02364,-1,0.00786,Sma,9,-1,0,
AUDNZD,2020-03-11 00:00:00,1.03695,1.03731,1.03020,1.03380,-1,0.00707,Sma,9,-1,0,
AUDNZD,2020-03-10 00:00:00,1.03929,1.04281,1.03278,1.03695,-1,0.00684,Sma,9,-1,0,
AUDNZD,2020-03-09 00:00:00,1.04565,1.05223,1.03610,1.03929,-1,0.00631,Sma,9,-1,0,
AUDNZD,2020-03-06 00:00:00,1.04938,1.04984,1.04229,1.04424,-1,0.00560,Sma,9,-1,1,
AUDNZD,2020-03-05 00:00:00,1.05148,1.05281,1.04636,1.04896,-1,0.00539,Sma,9,1,0,
AUDNZD,2020-03-04 00:00:00,1.04897,1.05311,1.04773,1.05157,1,0.00513,Sma,9,1,0,
AUDNZD,2020-03-03 00:00:00,1.04430,1.05058,1.04076,1.04872,1,0.00506,Sma,9,1,0,
AUDNZD,2020-03-02 00:00:00,1.04272,1.04841,1.04165,1.04414,1,0.00501,Sma,9,1,1,
AUDNZD,2020-02-28 00:00:00,1.04110,1.04614,1.03879,1.04163,1,0.00480,Sma,9,-1,0,
AUDNZD,2020-02-27 00:00:00,1.03994,1.04321,1.03842,1.04122,1,0.00476,Sma,9,-1,0,
AUDNZD,2020-02-26 00:00:00,1.04404,1.04552,1.03994,1.04006,-1,0.00472,Sma,9,-1,1,
AUDNZD,2020-02-25 00:00:00,1.04172,1.04442,1.04111,1.04395,1,0.00460,Sma,9,1,1,
AUDNZD,2020-02-24 00:00:00,1.04277,1.04587,1.04101,1.04120,-1,0.00491,Sma,9,-1,0,
AUDNZD,2020-02-21 00:00:00,1.04399,1.04653,1.04276,1.04304,-1,0.00501,Sma,9,-1,0,
AUDNZD,2020-02-20 00:00:00,1.04541,1.04678,1.04277,1.04382,-1,0.00507,Sma,9,-1,1,
AUDNZD,2020-02-19 00:00:00,1.04672,1.04779,1.04527,1.04529,-1,0.00509,Sma,9,1,0,
AUDNZD,2020-02-18 00:00:00,1.04221,1.04758,1.04138,1.04693,1,0.00511,Sma,9,1,1,
AUDNZD,2020-02-17 00:00:00,1.04191,1.04654,1.04191,1.04263,1,0.00499,Sma,9,-1,1,
AUDNZD,2020-02-14 00:00:00,1.04365,1.04540,1.04257,1.04298,-1,0.00487,Sma,9,1,0,
AUDNZD,2020-02-13 00:00:00,1.04144,1.04455,1.04021,1.04349,1,0.00502,Sma,9,1,0,
AUDNZD,2020-02-12 00:00:00,1.04802,1.04886,1.03967,1.04153,-1,0.00495,Sma,9,1,0,
AUDNZD,2020-02-11 00:00:00,1.04694,1.05041,1.04655,1.04790,1,0.00500,Sma,9,1,0,
AUDNZD,2020-02-10 00:00:00,1.04061,1.04724,1.04043,1.04696,1,0.00486,Sma,9,1,0,
AUDNZD,2020-02-07 00:00:00,1.04146,1.04344,1.03929,1.04191,1,0.00466,Sma,9,1,0,
AUDNZD,2020-02-06 00:00:00,1.04166,1.04463,1.04076,1.04171,1,0.00458,Sma,9,1,0,
AUDNZD,2020-02-05 00:00:00,1.03795,1.04419,1.03643,1.04180,1,0.00461,Sma,9,1,0,
AUDNZD,2020-02-04 00:00:00,1.03526,1.04106,1.03483,1.03780,1,0.00444,Sma,9,1,0,
AUDNZD,2020-02-03 00:00:00,1.03264,1.03713,1.03261,1.03504,1,0.00433,Sma,9,1,1,
AUDNZD,2020-01-31 00:00:00,1.03559,1.03650,1.03212,1.03378,-1,0.00434,Sma,9,-1,1,
AUDNZD,2020-01-30 00:00:00,1.03457,1.03572,1.03291,1.03572,1,0.00428,Sma,9,1,1,
AUDNZD,2020-01-29 00:00:00,1.03282,1.03686,1.03241,1.03435,1,0.00442,Sma,9,-1,0,
AUDNZD,2020-01-28 00:00:00,1.03231,1.03495,1.03193,1.03278,1,0.00455,Sma,9,-1,0,
AUDNZD,2020-01-27 00:00:00,1.03373,1.03556,1.03068,1.03242,-1,0.00466,Sma,9,-1,0,
AUDNZD,2020-01-24 00:00:00,1.03457,1.03514,1.03173,1.03255,-1,0.00482,Sma,9,-1,0,
AUDNZD,2020-01-23 00:00:00,1.03764,1.04295,1.03314,1.03412,-1,0.00492,Sma,9,-1,0,
AUDNZD,2020-01-22 00:00:00,1.03741,1.03830,1.03632,1.03755,1,0.00445,Sma,9,-1,0,
AUDNZD,2020-01-21 00:00:00,1.03964,1.04072,1.03679,1.03729,-1,0.00460,Sma,9,-1,1,
AUDNZD,2020-04-13 00:00:00,1.04343,1.04869,1.04180,1.04782,1,0.00893,Sma,10,1,0,
AUDNZD,2020-04-10 00:00:00,1.04261,1.04579,1.04009,1.04236,-1,0.00902,Sma,10,1,0,
AUDNZD,2020-04-09 00:00:00,1.03627,1.04381,1.03409,1.04175,1,0.00948,Sma,10,1,0,
AUDNZD,2020-04-08 00:00:00,1.03187,1.03706,1.02851,1.03627,1,0.00985,Sma,10,1,0,
AUDNZD,2020-04-07 00:00:00,1.02510,1.03496,1.02414,1.03187,1,0.01044,Sma,10,1,0,
AUDNZD,2020-04-06 00:00:00,1.02165,1.02695,1.02147,1.02510,1,0.01080,Sma,10,1,1,
AUDNZD,2020-04-03 00:00:00,1.02377,1.02735,1.02176,1.02206,-1,0.01108,Sma,10,-1,1,
AUDNZD,2020-04-02 00:00:00,1.02655,1.02712,1.02037,1.02377,-1,0.01297,Sma,10,1,0,
AUDNZD,2020-04-01 00:00:00,1.02842,1.03476,1.02478,1.02655,-1,0.01349,Sma,10,1,0,
AUDNZD,2020-03-31 00:00:00,1.02521,1.03328,1.01923,1.02842,1,0.01384,Sma,10,1,0,
AUDNZD,2020-03-30 00:00:00,1.01990,1.02768,1.01773,1.02521,1,0.01334,Sma,10,1,0,
AUDNZD,2020-03-27 00:00:00,1.01648,1.02475,1.01546,1.02012,1,0.01335,Sma,10,1,0,
AUDNZD,2020-03-26 00:00:00,1.01800,1.02201,1.01182,1.01648,-1,0.01384,Sma,10,1,0,
AUDNZD,2020-03-25 00:00:00,1.02151,1.02988,1.01785,1.01800,-1,0.01365,Sma,10,1,0,
AUDNZD,2020-03-24 00:00:00,1.01984,1.02674,1.01856,1.02151,1,0.01325,Sma,10,1,0,
AUDNZD,2020-03-23 00:00:00,1.02244,1.02561,1.01352,1.01984,-1,0.01305,Sma,10,1,1,
AUDNZD,2020-03-20 00:00:00,1.01283,1.02202,1.00703,1.01834,1,0.01289,Sma,10,-1,0,
AUDNZD,2020-03-19 00:00:00,1.00499,1.01859,1.00181,1.01283,1,0.01230,Sma,10,-1,0,
AUDNZD,2020-03-18 00:00:00,1.00945,1.01510,0.99919,1.00499,-1,0.01163,Sma,10,-1,0,
AUDNZD,2020-03-17 00:00:00,1.01169,1.01241,1.00311,1.00945,-1,0.01084,Sma,10,-1,0,
AUDNZD,2020-03-16 00:00:00,1.02542,1.03396,1.00183,1.01169,-1,0.01057,Sma,10,-1,0,
AUDNZD,2020-03-13 00:00:00,1.02364,1.02933,1.01540,1.01834,-1,0.00851,Sma,10,-1,0,
AUDNZD,2020-03-12 00:00:00,1.03380,1.03534,1.02040,1.02364,-1,0.00786,Sma,10,-1,0,
AUDNZD,2020-03-11 00:00:00,1.03695,1.03731,1.03020,1.03380,-1,0.00707,Sma,10,-1,0,
AUDNZD,2020-03-10 00:00:00,1.03929,1.04281,1.03278,1.03695,-1,0.00684,Sma,10,-1,0,
AUDNZD,2020-03-09 00:00:00,1.04565,1.05223,1.03610,1.03929,-1,0.00631,Sma,10,-1,0,
AUDNZD,2020-03-06 00:00:00,1.04938,1.04984,1.04229,1.04424,-1,0.00560,Sma,10,-1,1,
AUDNZD,2020-03-05 00:00:00,1.05148,1.05281,1.04636,1.04896,-1,0.00539,Sma,10,1,0,
AUDNZD,2020-03-04 00:00:00,1.04897,1.05311,1.04773,1.05157,1,0.00513,Sma,10,1,0,
AUDNZD,2020-03-03 00:00:00,1.04430,1.05058,1.04076,1.04872,1,0.00506,Sma,10,1,0,
AUDNZD,2020-03-02 00:00:00,1.04272,1.04841,1.04165,1.04414,1,0.00501,Sma,10,1,1,
AUDNZD,2020-02-28 00:00:00,1.04110,1.04614,1.03879,1.04163,1,0.00480,Sma,10,-1,0,
AUDNZD,2020-02-27 00:00:00,1.03994,1.04321,1.03842,1.04122,1,0.00476,Sma,10,-1,0,
AUDNZD,2020-02-26 00:00:00,1.04404,1.04552,1.03994,1.04006,-1,0.00472,Sma,10,-1,1,
AUDNZD,2020-02-25 00:00:00,1.04172,1.04442,1.04111,1.04395,1,0.00460,Sma,10,1,1,
AUDNZD,2020-02-24 00:00:00,1.04277,1.04587,1.04101,1.04120,-1,0.00491,Sma,10,-1,0,
AUDNZD,2020-02-21 00:00:00,1.04399,1.04653,1.04276,1.04304,-1,0.00501,Sma,10,-1,0,
AUDNZD,2020-02-20 00:00:00,1.04541,1.04678,1.04277,1.04382,-1,0.00507,Sma,10,-1,1,
AUDNZD,2020-02-19 00:00:00,1.04672,1.04779,1.04527,1.04529,-1,0.00509,Sma,10,1,0,
AUDNZD,2020-02-18 00:00:00,1.04221,1.04758,1.04138,1.04693,1,0.00511,Sma,10,1,1,
AUDNZD,2020-02-17 00:00:00,1.04191,1.04654,1.04191,1.04263,1,0.00499,Sma,10,-1,1,
AUDNZD,2020-02-14 00:00:00,1.04365,1.04540,1.04257,1.04298,-1,0.00487,Sma,10,1,0,
AUDNZD,2020-02-13 00:00:00,1.04144,1.04455,1.04021,1.04349,1,0.00502,Sma,10,1,0,
AUDNZD,2020-02-12 00:00:00,1.04802,1.04886,1.03967,1.04153,-1,0.00495,Sma,10,1,0,
AUDNZD,2020-02-11 00:00:00,1.04694,1.05041,1.04655,1.04790,1,0.00500,Sma,10,1,0,
AUDNZD,2020-02-10 00:00:00,1.04061,1.04724,1.04043,1.04696,1,0.00486,Sma,10,1,0,
AUDNZD,2020-02-07 00:00:00,1.04146,1.04344,1.03929,1.04191,1,0.00466,Sma,10,1,0,
AUDNZD,2020-02-06 00:00:00,1.04166,1.04463,1.04076,1.04171,1,0.00458,Sma,10,1,0,
AUDNZD,2020-02-05 00:00:00,1.03795,1.04419,1.03643,1.04180,1,0.00461,Sma,10,1,0,
AUDNZD,2020-02-04 00:00:00,1.03526,1.04106,1.03483,1.03780,1,0.00444,Sma,10,1,0,
AUDNZD,2020-02-03 00:00:00,1.03264,1.03713,1.03261,1.03504,1,0.00433,Sma,10,1,1,
AUDNZD,2020-01-31 00:00:00,1.03559,1.03650,1.03212,1.03378,-1,0.00434,Sma,10,-1,1,
AUDNZD,2020-01-30 00:00:00,1.03457,1.03572,1.03291,1.03572,1,0.00428,Sma,10,1,1,
AUDNZD,2020-01-29 00:00:00,1.03282,1.03686,1.03241,1.03435,1,0.00442,Sma,10,-1,0,
AUDNZD,2020-01-28 00:00:00,1.03231,1.03495,1.03193,1.03278,1,0.00455,Sma,10,-1,0,
AUDNZD,2020-01-27 00:00:00,1.03373,1.03556,1.03068,1.03242,-1,0.00466,Sma,10,-1,0,
AUDNZD,2020-01-24 00:00:00,1.03457,1.03514,1.03173,1.03255,-1,0.00482,Sma,10,-1,0,
AUDNZD,2020-01-23 00:00:00,1.03764,1.04295,1.03314,1.03412,-1,0.00492,Sma,10,-1,0,
AUDNZD,2020-01-22 00:00:00,1.03741,1.03830,1.03632,1.03755,1,0.00445,Sma,10,-1,0,
AUDNZD,2020-01-21 00:00:00,1.03964,1.04072,1.03679,1.03729,-1,0.00460,Sma,10,-1,1,
AUDNZD,2020-04-13 00:00:00,1.04343,1.04869,1.04180,1.04782,1,0.00893,Ema,7,1,0,
AUDNZD,2020-04-10 00:00:00,1.04261,1.04579,1.04009,1.04236,-1,0.00902,Ema,7,1,0,
AUDNZD,2020-04-09 00:00:00,1.03627,1.04381,1.03409,1.04175,1,0.00948,Ema,7,1,0,
AUDNZD,2020-04-08 00:00:00,1.03187,1.03706,1.02851,1.03627,1,0.00985,Ema,7,1,0,
AUDNZD,2020-04-07 00:00:00,1.02510,1.03496,1.02414,1.03187,1,0.01044,Ema,7,1,0,
AUDNZD,2020-04-06 00:00:00,1.02165,1.02695,1.02147,1.02510,1,0.01080,Ema,7,1,1,
AUDNZD,2020-04-03 00:00:00,1.02377,1.02735,1.02176,1.02206,-1,0.01108,Ema,7,-1,1,
AUDNZD,2020-04-02 00:00:00,1.02655,1.02712,1.02037,1.02377,-1,0.01297,Ema,7,1,0,
AUDNZD,2020-04-01 00:00:00,1.02842,1.03476,1.02478,1.02655,-1,0.01349,Ema,7,1,0,
AUDNZD,2020-03-31 00:00:00,1.02521,1.03328,1.01923,1.02842,1,0.01384,Ema,7,1,0,
AUDNZD,2020-03-30 00:00:00,1.01990,1.02768,1.01773,1.02521,1,0.01334,Ema,7,1,0,
AUDNZD,2020-03-27 00:00:00,1.01648,1.02475,1.01546,1.02012,1,0.01335,Ema,7,1,1,
AUDNZD,2020-03-26 00:00:00,1.01800,1.02201,1.01182,1.01648,-1,0.01384,Ema,7,-1,0,
AUDNZD,2020-03-25 00:00:00,1.02151,1.02988,1.01785,1.01800,-1,0.01365,Ema,7,-1,1,
AUDNZD,2020-03-24 00:00:00,1.01984,1.02674,1.01856,1.02151,1,0.01325,Ema,7,1,0,
AUDNZD,2020-03-23 00:00:00,1.02244,1.02561,1.01352,1.01984,-1,0.01305,Ema,7,1,0,
AUDNZD,2020-03-20 00:00:00,1.01283,1.02202,1.00703,1.01834,1,0.01289,Ema,7,1,1,
AUDNZD,2020-03-19 00:00:00,1.00499,1.01859,1.00181,1.01283,1,0.01230,Ema,7,-1,0,
AUDNZD,2020-03-18 00:00:00,1.00945,1.01510,0.99919,1.00499,-1,0.01163,Ema,7,-1,0,
AUDNZD,2020-03-17 00:00:00,1.01169,1.01241,1.00311,1.00945,-1,0.01084,Ema,7,-1,0,
AUDNZD,2020-03-16 00:00:00,1.02542,1.03396,1.00183,1.01169,-1,0.01057,Ema,7,-1,0,
AUDNZD,2020-03-13 00:00:00,1.02364,1.02933,1.01540,1.01834,-1,0.00851,Ema,7,-1,0,
AUDNZD,2020-03-12 00:00:00,1.03380,1.03534,1.02040,1.02364,-1,0.00786,Ema,7,-1,0,
AUDNZD,2020-03-11 00:00:00,1.03695,1.03731,1.03020,1.03380,-1,0.00707,Ema,7,-1,0,
AUDNZD,2020-03-10 00:00:00,1.03929,1.04281,1.03278,1.03695,-1,0.00684,Ema,7,-1,0,
AUDNZD,2020-03-09 00:00:00,1.04565,1.05223,1.03610,1.03929,-1,0.00631,Ema,7,-1,0,
AUDNZD,2020-03-06 00:00:00,1.04938,1.04984,1.04229,1.04424,-1,0.00560,Ema,7,-1,1,
AUDNZD,2020-03-05 00:00:00,1.05148,1.05281,1.04636,1.04896,-1,0.00539,Ema,7,1,0,
AUDNZD,2020-03-04 00:00:00,1.04897,1.05311,1.04773,1.05157,1,0.00513,Ema,7,1,0,
AUDNZD,2020-03-03 00:00:00,1.04430,1.05058,1.04076,1.04872,1,0.00506,Ema,7,1,0,
AUDNZD,2020-03-02 00:00:00,1.04272,1.04841,1.04165,1.04414,1,0.00501,Ema,7,1,1,
AUDNZD,2020-02-28 00:00:00,1.04110,1.04614,1.03879,1.04163,1,0.00480,Ema,7,-1,0,
AUDNZD,2020-02-27 00:00:00,1.03994,1.04321,1.03842,1.04122,1,0.00476,Ema,7,-1,0,
AUDNZD,2020-02-26 00:00:00,1.04404,1.04552,1.03994,1.04006,-1,0.00472,Ema,7,-1,1,
AUDNZD,2020-02-25 00:00:00,1.04172,1.04442,1.04111,1.04395,1,0.00460,Ema,7,1,1,
AUDNZD,2020-02-24 00:00:00,1.04277,1.04587,1.04101,1.04120,-1,0.00491,Ema,7,-1,0,
AUDNZD,2020-02-21 00:00:00,1.04399,1.04653,1.04276,1.04304,-1,0.00501,Ema,7,-1,0,
AUDNZD,2020-02-20 00:00:00,1.04541,1.04678,1.04277,1.04382,-1,0.00507,Ema,7,-1,1,
AUDNZD,2020-02-19 00:00:00,1.04672,1.04779,1.04527,1.04529,-1,0.00509,Ema,7,1,0,
AUDNZD,2020-02-18 00:00:00,1.04221,1.04758,1.04138,1.04693,1,0.00511,Ema,7,1,1,
AUDNZD,2020-02-17 00:00:00,1.04191,1.04654,1.04191,1.04263,1,0.00499,Ema,7,-1,1,
AUDNZD,2020-02-14 00:00:00,1.04365,1.04540,1.04257,1.04298,-1,0.00487,Ema,7,1,0,
AUDNZD,2020-02-13 00:00:00,1.04144,1.04455,1.04021,1.04349,1,0.00502,Ema,7,1,1,
AUDNZD,2020-02-12 00:00:00,1.04802,1.04886,1.03967,1.04153,-1,0.00495,Ema,7,-1,1,
AUDNZD,2020-02-11 00:00:00,1.04694,1.05041,1.04655,1.04790,1,0.00500,Ema,7,1,0,
AUDNZD,2020-02-10 00:00:00,1.04061,1.04724,1.04043,1.04696,1,0.00486,Ema,7,1,0,
AUDNZD,2020-02-07 00:00:00,1.04146,1.04344,1.03929,1.04191,1,0.00466,Ema,7,1,0,
AUDNZD,2020-02-06 00:00:00,1.04166,1.04463,1.04076,1.04171,1,0.00458,Ema,7,1,0,
AUDNZD,2020-02-05 00:00:00,1.03795,1.04419,1.03643,1.04180,1,0.00461,Ema,7,1,0,
AUDNZD,2020-02-04 00:00:00,1.03526,1.04106,1.03483,1.03780,1,0.00444,Ema,7,1,0,
AUDNZD,2020-02-03 00:00:00,1.03264,1.03713,1.03261,1.03504,1,0.00433,Ema,7,1,1,
AUDNZD,2020-01-31 00:00:00,1.03559,1.03650,1.03212,1.03378,-1,0.00434,Ema,7,-1,1,
AUDNZD,2020-01-30 00:00:00,1.03457,1.03572,1.03291,1.03572,1,0.00428,Ema,7,1,1,
AUDNZD,2020-01-29 00:00:00,1.03282,1.03686,1.03241,1.03435,1,0.00442,Ema,7,-1,0,
AUDNZD,2020-01-28 00:00:00,1.03231,1.03495,1.03193,1.03278,1,0.00455,Ema,7,-1,0,
AUDNZD,2020-01-27 00:00:00,1.03373,1.03556,1.03068,1.03242,-1,0.00466,Ema,7,-1,0,
AUDNZD,2020-01-24 00:00:00,1.03457,1.03514,1.03173,1.03255,-1,0.00482,Ema,7,-1,0,
AUDNZD,2020-01-23 00:00:00,1.03764,1.04295,1.03314,1.03412,-1,0.00492,Ema,7,-1,0,
AUDNZD,2020-01-22 00:00:00,1.03741,1.03830,1.03632,1.03755,1,0.00445,Ema,7,-1,0,
AUDNZD,2020-01-21 00:00:00,1.03964,1.04072,1.03679,1.03729,-1,0.00460,Ema,7,-1,0,
AUDNZD,2020-04-13 00:00:00,1.04343,1.04869,1.04180,1.04782,1,0.00893,Ema,8,1,0,
AUDNZD,2020-04-10 00:00:00,1.04261,1.04579,1.04009,1.04236,-1,0.00902,Ema,8,1,0,
AUDNZD,2020-04-09 00:00:00,1.03627,1.04381,1.03409,1.04175,1,0.00948,Ema,8,1,0,
AUDNZD,2020-04-08 00:00:00,1.03187,1.03706,1.02851,1.03627,1,0.00985,Ema,8,1,0,
AUDNZD,2020-04-07 00:00:00,1.02510,1.03496,1.02414,1.03187,1,0.01044,Ema,8,1,0,
AUDNZD,2020-04-06 00:00:00,1.02165,1.02695,1.02147,1.02510,1,0.01080,Ema,8,1,1,
AUDNZD,2020-04-03 00:00:00,1.02377,1.02735,1.02176,1.02206,-1,0.01108,Ema,8,-1,1,
AUDNZD,2020-04-02 00:00:00,1.02655,1.02712,1.02037,1.02377,-1,0.01297,Ema,8,1,0,
AUDNZD,2020-04-01 00:00:00,1.02842,1.03476,1.02478,1.02655,-1,0.01349,Ema,8,1,0,
AUDNZD,2020-03-31 00:00:00,1.02521,1.03328,1.01923,1.02842,1,0.01384,Ema,8,1,0,
AUDNZD,2020-03-30 00:00:00,1.01990,1.02768,1.01773,1.02521,1,0.01334,Ema,8,1,0,
AUDNZD,2020-03-27 00:00:00,1.01648,1.02475,1.01546,1.02012,1,0.01335,Ema,8,1,1,
AUDNZD,2020-03-26 00:00:00,1.01800,1.02201,1.01182,1.01648,-1,0.01384,Ema,8,-1,0,
AUDNZD,2020-03-25 00:00:00,1.02151,1.02988,1.01785,1.01800,-1,0.01365,Ema,8,-1,1,
AUDNZD,2020-03-24 00:00:00,1.01984,1.02674,1.01856,1.02151,1,0.01325,Ema,8,1,0,
AUDNZD,2020-03-23 00:00:00,1.02244,1.02561,1.01352,1.01984,-1,0.01305,Ema,8,1,0,
